time_slot,frequency_band,emitter_active_truth,signal_power,pulse_width,angle_of_arrival
23,6,0,-1.0085360419431078,0.0,
23,7,0,0.7068496408990508,0.0,
23,8,0,0.6626659703854839,0.0,
23,9,0,0.385037937656101,0.0,
23,10,0,0.5565334427512632,0.0,
23,11,0,0.2964180008086595,0.0,
23,12,0,2.0350733027310675,0.0,
23,13,0,-0.0870941710525099,0.0,
23,14,0,-0.30708321833457675,0.0,
23,15,0,-0.7535275803573779,0.0,
23,16,0,-1.0322626705778368,0.0,
23,17,0,-0.8887973132309185,0.0,
23,18,0,-0.07068038165207131,0.0,
23,19,0,0.3342951284977145,0.0,
23,20,0,0.051142058552161786,0.0,
24,1,0,-0.765535277429713,0.0,
24,2,0,0.9001845640199633,0.0,
24,3,0,0.7394126723009475,0.0,
24,4,0,-0.159648307422017,0.0,
24,5,0,-0.652916144664712,0.0,
24,6,0,0.5484279208297995,0.0,
24,7,0,0.18797358748610446,0.0,
24,8,0,-1.4481272594150476,0.0,
24,9,0,-0.0679802559844049,0.0,
24,10,0,0.26203581207438104,0.0,
24,11,0,-0.8996947864877538,0.0,
24,12,0,0.189843392837443,0.0,
24,13,0,-1.4548224852577891,0.0,
24,14,0,1.3361861000121709,0.0,
24,15,0,1.2479499850594318,0.0,
24,16,0,-0.25251733430296475,0.0,
24,17,0,-2.409921965799875,0.0,
24,18,0,-1.1563476602653329,0.0,
24,19,0,-0.2937789201521298,0.0,
24,20,0,-1.0721330214268592,0.0,
25,1,0,0.7143964826306588,0.0,
25,2,0,1.997296530747994,0.0,
25,3,0,-1.176614719429302,0.0,
25,4,0,-0.8374634040851927,0.0,
25,5,0,0.23544836830993032,0.0,
25,6,0,1.6111161484996208,0.0,
25,7,0,-1.2223743125399031,0.0,
25,8,0,0.24903612230694197,0.0,
25,9,0,1.8212988508131087,0.0,
25,10,0,-1.6517591481792673,0.0,
25,11,0,-1.281069206845832,0.0,
25,12,0,-0.42360660646083825,0.0,
25,13,0,-0.520588412855411,0.0,
25,14,0,0.8126012877536446,0.0,
25,15,0,0.24165971982083806,0.0,
25,16,0,-1.7749620596421283,0.0,
25,17,0,-0.5775388873556505,0.0,
25,18,0,1.274447216941239,0.0,
25,19,0,-0.6275875364369197,0.0,
25,20,0,-0.6366152831022357,0.0,
26,1,0,0.5411316108045314,0.0,
26,2,0,0.7629264823369366,0.0,
26,3,0,0.4480993639362036,0.0,
26,4,0,-1.6855973173848082,0.0,
26,5,0,0.5380344399282511,0.0,
26,6,0,-1.034308051674399,0.0,
26,7,0,0.2352761115882635,0.0,
26,8,0,-1.4237344353990602,0.0,
26,9,0,0.44632214754306365,0.0,
26,10,0,-0.8065989043073726,0.0,
26,11,0,-1.2826346502605217,0.0,
26,12,0,0.7138201364823995,0.0,
26,13,0,0.2416445216767513,0.0,
26,14,0,-0.6139768013928971,0.0,
26,15,0,1.4511788490210642,0.0,
26,16,0,-0.44065242156974244,0.0,
26,17,1,7.07050109880708,1.1184291565144528,-11.83733309359345
26,18,0,-0.4116383222162092,0.0,
26,19,0,1.362642639803341,0.0,
26,20,0,-1.040586052512433,0.0,
27,1,0,-2.41278033092949,0.0,
27,2,0,1.6109369950118944,0.0,
27,3,0,2.549327952607003,0.0,
27,4,0,-0.40526926544933184,0.0,
27,5,0,-1.9368380406201853,0.0,
27,6,0,-0.31048397619594376,0.0,
27,7,0,-0.2862229498406692,0.0,
27,8,0,-0.18992384102225704,0.0,
27,9,0,-1.1133880419218483,0.0,
27,10,0,0.5795611424764774,0.0,
27,11,0,0.5245073752860862,0.0,
27,12,0,-1.4944056198193065,0.0,
27,13,0,0.6991967316948878,0.0,
27,14,0,2.052684981945891,0.0,
27,15,0,0.17196033243705985,0.0,
27,16,0,-0.33732516206850605,0.0,
27,17,0,0.6152567669685612,0.0,
27,18,0,-1.7306716055072182,0.0,
27,19,0,0.16439070297730224,0.0,
27,20,0,-0.3904639494628101,0.0,
28,1,0,1.8478250129560454,0.0,
28,2,0,-0.17417273380495787,0.0,
28,3,0,1.6678876111195198,0.0,
28,4,0,-1.1037406977820072,0.0,
28,5,0,0.5872591668027922,0.0,
28,6,0,0.3194002637912288,0.0,
28,7,0,-0.8690472478647824,0.0,
28,8,0,0.17739611463694044,0.0,
28,9,0,1.2125188368316004,0.0,
28,10,0,-0.3237917042866007,0.0,
28,11,0,-1.6919626491697632,0.0,
28,12,0,-0.01756282647744591,0.0,
28,13,0,-0.9024230947925126,0.0,
28,14,0,-0.3423409386638824,0.0,
28,15,0,-0.08158776968512098,0.0,
28,16,0,-1.7056522160155172,0.0,
28,17,0,0.48206683552552526,0.0,
28,18,0,-0.5227186961696804,0.0,
28,19,0,-2.564744341820567,0.0,
28,20,0,0.7848440366081351,0.0,
29,1,0,0.27236975527423984,0.0,
29,2,0,-0.713874824036484,0.0,
29,3,0,-1.3168302110582415,0.0,
29,4,0,0.8358078963143372,0.0,
29,5,0,0.3493506225604296,0.0,
29,6,0,2.3826022826840734,0.0,
29,7,0,0.42018859872493736,0.0,
29,8,0,0.3877031412620148,0.0,
29,9,0,-0.16692793010856513,0.0,
29,10,0,0.816775867200791,0.0,
29,11,0,0.6250852012481537,0.0,
29,12,0,1.251725008565195,0.0,
29,13,0,-0.5213229186372847,0.0,
29,14,0,-0.4354074729439623,0.0,
29,15,0,-0.4791031709119801,0.0,
29,16,0,0.7908017211789892,0.0,
29,17,0,-0.45884049314930064,0.0,
29,18,0,-0.42477372779309125,0.0,
29,19,0,0.3140772238697992,0.0,
29,20,0,-0.24576150001290142,0.0,
30,1,0,0.95205365313989,0.0,
30,2,0,-2.2517772906190467,0.0,
30,3,0,-0.8267050469168946,0.0,
30,4,0,-0.7824163339614458,0.0,
30,5,0,-2.320356012386145,0.0,
30,6,0,-0.9636384443688041,0.0,
30,7,0,-0.9151561158459262,0.0,
30,8,0,-0.20110465451883033,0.0,
30,9,0,1.1129658916602636,0.0,
30,10,0,-0.24506065119070236,0.0,
30,11,0,-1.0308137202711538,0.0,
30,12,1,9.573760432162024,3.7927589024396537,-35.15753501702257
30,13,0,0.5585489592742234,0.0,
30,14,0,-0.22153611573080054,0.0,
30,15,0,0.6474846907094743,0.0,
30,16,0,-0.013646791795296761,0.0,
30,17,0,-1.0350781140406409,0.0,
30,18,0,-0.01208465078826744,0.0,
30,19,0,-0.21069001436315682,0.0,
30,20,0,-1.2158909241041307,0.0,
31,1,0,-1.5634779478686884,0.0,
31,2,0,0.6857490352746618,0.0,
31,3,0,-0.3509523822179781,0.0,
31,4,0,-1.0222802816473295,0.0,
31,5,0,-0.09617893692333225,0.0,
31,6,0,1.1280188573493026,0.0,
31,7,0,-2.280737845371923,0.0,
31,8,0,-1.4966386899033264,0.0,
31,9,0,-0.9228864418952676,0.0,
31,10,0,1.461178866720329,0.0,
31,11,0,0.2825869829192965,0.0,
31,12,1,6.289758621310654,2.843078420958265,25.38696499161334
31,13,0,0.05827433093544655,0.0,
31,14,0,0.5487388188641266,0.0,
31,15,0,-0.18767099092845213,0.0,
31,16,0,0.278143726454627,0.0,
31,17,1,9.210512422916706,1.442517870248813,14.417914395395556
31,18,0,1.0017453976515072,0.0,
31,19,0,1.1877250932619365,0.0,
31,20,0,-1.0206230195133374,0.0,
32,1,0,-1.8598354065456286,0.0,
32,2,0,0.09903482100720092,0.0,
32,3,0,0.9308382263505294,0.0,
32,4,0,1.7975945224343146,0.0,
32,5,0,0.516297572101451,0.0,
32,6,0,-0.37171669658569495,0.0,
32,7,0,-0.8931306215848627,0.0,
32,8,0,0.011451291670654416,0.0,
32,9,0,-0.2992647038852564,0.0,
32,10,0,-1.0150679057288161,0.0,
32,11,0,2.0487556508632867,0.0,
32,12,1,9.704073025333143,4.252637383280451,-21.79210586058484
32,13,0,0.6396264094979018,0.0,
32,14,0,0.44254562420405297,0.0,
32,15,0,1.2496652670437771,0.0,
32,16,0,0.6353711428612774,0.0,
32,17,0,0.6369062833722101,0.0,
32,18,0,0.3407914080021059,0.0,
32,19,0,-1.7836111297141835,0.0,
32,20,0,0.08362107741055723,0.0,
33,1,0,-0.5561919588491252,0.0,
33,2,0,-1.2798409576400205,0.0,
33,3,0,1.681816619300824,0.0,
33,4,0,1.7289953408857035,0.0,
33,5,0,1.359220600295612,0.0,
33,6,0,0.2552134168558746,0.0,
33,7,0,1.3506251209526567,0.0,
33,8,0,0.012053180601825543,0.0,
33,9,0,0.20279727689777938,0.0,
33,10,0,-1.093471370461983,0.0,
